"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"3E7F24EBFE35323A","classic_bike","2022-01-13 12:54:57","2022-01-13 13:14:10","Lenox Ave & W 111 St","7602.05","E 85 St & 3 Ave","7212.05",40.7987859,-73.9523,40.77801203,-73.95407149,"member"
"FBA6ABC72477E7AF","classic_bike","2022-01-20 08:02:58","2022-01-20 08:08:00","St James Pl & Pearl St","5167.06","Centre St & Worth St","5279.03",40.71117416,-74.00016545,40.71494807,-74.00234482,"member"
"9D1EFFA7B5F689A5","classic_bike","2022-01-28 16:19:57","2022-01-28 16:27:22","Central Park North & Adam Clayton Powell Blvd","7617.07","Park Ave & E 124 St","7682.01",40.799484,-73.955613,40.8045555,-73.9396861,"member"
"81792EEE5DE3B2F8","classic_bike","2022-01-02 15:47:30","2022-01-02 15:55:45","Henry St & Grand St","5294.04","Centre St & Worth St","5279.03",40.714211,-73.981095,40.71494807,-74.00234482,"member"
"EC5EC163DF667C02","classic_bike","2022-01-30 17:20:14","2022-01-30 18:11:09","E 12 St & Ave C","5616.08","Frederick Douglass Blvd & W 139 St","7876.07",40.727243,-73.976831,40.8190058180656,-73.9447689056396,"member"
"A0386FE79588B174","classic_bike","2022-01-17 14:25:23","2022-01-17 14:43:34","Cadman Plaza E & Tillary St","4677.01","Suydam St & Broadway","4689.03",40.69597683,-73.99014892,40.69544,-73.93223,"member"
"6A367B0A994A9AC0","classic_bike","2022-01-18 14:29:43","2022-01-18 14:33:23","31 St & Northern Blvd","6495.17","36 Ave & 31 St","6572.08",40.7518695142187,-73.933492898941,40.7565127298495,-73.9295748621225,"member"
"F0141B38A89AFB14","classic_bike","2022-01-25 15:56:14","2022-01-25 16:04:27","W 63 St & Broadway","7052.01","E 48 St & 5 Ave","6626.01",40.77163851,-73.98261428,40.7572456791173,-73.978059142828,"member"
"88AAAF832E2D295F","classic_bike","2022-01-10 10:09:19","2022-01-10 10:10:03","Park Ave & E 124 St","7682.01","Park Ave & E 124 St","7682.01",40.8045555,-73.9396861,40.8045555,-73.9396861,"member"
"2106EA5A4ED07F91","classic_bike","2022-01-31 17:11:16","2022-01-31 17:15:41","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"3170BADDD87DEE04","classic_bike","2022-01-02 18:37:39","2022-01-02 18:41:10","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"993EDFC7FA8AB320","classic_bike","2022-01-26 07:54:59","2022-01-26 07:57:56","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"CB0CCDBD8014AC1E","classic_bike","2022-01-27 07:26:28","2022-01-27 07:29:37","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"B557F313F335A1C8","classic_bike","2022-01-25 16:22:29","2022-01-25 16:26:57","3 Ave & E 72 St","7028.04","E 85 St & 3 Ave","7212.05",40.7699426,-73.96060712,40.77801203,-73.95407149,"member"
"A90569B9DB0BD084","classic_bike","2022-01-26 07:33:23","2022-01-26 07:42:01","E 97 St & 3 Ave","7365.08","Park Ave & E 124 St","7682.01",40.7859201,-73.94860294,40.8045555,-73.9396861,"member"
"F8352390F26DE683","docked_bike","2022-01-18 14:33:17","2022-01-18 14:48:15","Cadman Plaza E & Tillary St","4677.01","Centre St & Worth St","5279.03",40.695977,-73.990149,40.714948,-74.002345,"casual"
"09FEEC43E1469D99","classic_bike","2022-01-16 15:20:27","2022-01-16 15:29:03","Clinton St & Tillary St","4748.07","Centre St & Worth St","5279.03",40.6962329712932,-73.9914205670357,40.71494807,-74.00234482,"member"
"2ACBEB024CFE2CFE","classic_bike","2022-01-21 16:11:05","2022-01-21 16:30:01","E 106 St & Lexington Ave","7504.18","Frederick Douglass Blvd & W 139 St","7876.07",40.791976,-73.945993,40.8190058180656,-73.9447689056396,"member"
"E0ED249A3C6856C4","classic_bike","2022-01-19 07:19:45","2022-01-19 07:45:07","1 Ave & E 78 St","7020.09","36 Ave & 31 St","6572.08",40.77140426,-73.9535166,40.7565127298495,-73.9295748621225,"member"
"7A454439B32A5EB2","classic_bike","2022-01-07 11:22:55","2022-01-07 11:33:51","1 Ave & E 68 St","6822.09","E 85 St & 3 Ave","7212.05",40.76500525,-73.95818491,40.77801203,-73.95407149,"member"
"730BFBAE3B8DD53D","classic_bike","2022-01-17 11:03:19","2022-01-17 11:12:27","47 Ave & 31 St","6151.03","Crescent St & 35 Ave","6688.01",40.743,-73.93561,40.7596276,-73.9321455,"casual"
